0, 0, 1
0, 10, 1
0, 20, 1
0, 30, 1
0, 40, 1
0, 50, 1
0, 60, 1
0, 70, 1
0, 80, 1
0, 90, 1
0, 100, 1
0, 110, 1
0, 120, 1
0, 130, 1
0, 140, 1
0, 150, 1
0, 160, 1
0, 170, 1
0, 180, 1
0, 190, 1
0, 200, 1
0, 210, 1
0, 220, 1
0, 230, 1
0, 240, 1
0, 250, 1
0, 260, 1
0, 270, 1
0, 280, 1
0, 290, 1
0, 300, 1
0, 310, 1
0, 320, 1
0, 330, 1
0, 340, 1
0, 350, 1
10, 0, 1
10, 10, 1
10, 20, 1
10, 30, 1
10, 40, 1
10, 50, 1
10, 60, 1
10, 70, 1
10, 80, 1
10, 90, 1
10, 100, 1
10, 110, 1
10, 120, 1
10, 130, 1
10, 140, 1
10, 150, 1
10, 160, 1
10, 170, 1
10, 180, 1
10, 190, 1
10, 200, 1
10, 210, 1
10, 220, 1
10, 230, 1
10, 240, 1
10, 250, 1
10, 260, 1
10, 270, 1
10, 280, 1
10, 290, 1
10, 300, 1
10, 310, 1
10, 320, 1
10, 330, 1
10, 340, 1
10, 350, 1
20, 0, 1
20, 10, 1
20, 20, 1
20, 30, 1
20, 40, 1
20, 50, 1
20, 60, 1
20, 70, 1
20, 80, 1
20, 90, 1
20, 100, 1
20, 110, 1
20, 120, 1
20, 130, 1
20, 140, 1
20, 150, 1
20, 160, 1
20, 170, 1
20, 180, 1
20, 190, 1
20, 200, 1
20, 210, 1
20, 220, 1
20, 230, 1
20, 240, 1
20, 250, 1
20, 260, 1
20, 270, 1
20, 280, 1
20, 290, 1
20, 300, 1
20, 310, 1
20, 320, 1
20, 330, 1
20, 340, 1
20, 350, 1
30, 0, 1
30, 10, 1
30, 20, 1
30, 30, 1
30, 40, 1
30, 50, 1
30, 60, 1
30, 70, 1
30, 80, 1
30, 90, 1
30, 100, 1
30, 110, 1
30, 120, 1
30, 130, 0
30, 140, 0
30, 150, 0
30, 160, 0
30, 170, 0
30, 180, 1
30, 190, 1
30, 200, 1
30, 210, 1
30, 220, 1
30, 230, 1
30, 240, 1
30, 250, 1
30, 260, 1
30, 270, 1
30, 280, 1
30, 290, 1
30, 300, 1
30, 310, 1
30, 320, 1
30, 330, 1
30, 340, 1
30, 350, 1
40, 0, 1
40, 10, 1
40, 20, 1
40, 30, 1
40, 40, 1
40, 50, 1
40, 60, 1
40, 70, 1
40, 80, 1
40, 90, 1
40, 100, 1
40, 110, 1
40, 120, 1
40, 130, 0
40, 140, 0
40, 150, 0
40, 160, 0
40, 170, 0
40, 180, 0
40, 190, 1
40, 200, 1
40, 210, 1
40, 220, 1
40, 230, 1
40, 240, 1
40, 250, 1
40, 260, 1
40, 270, 1
40, 280, 1
40, 290, 1
40, 300, 1
40, 310, 1
40, 320, 1
40, 330, 1
40, 340, 1
40, 350, 1
50, 0, 1
50, 10, 1
50, 20, 1
50, 30, 1
50, 40, 1
50, 50, 1
50, 60, 1
50, 70, 1
50, 80, 1
50, 90, 1
50, 100, 1
50, 110, 1
50, 120, 0
50, 130, 0
50, 140, 0
50, 150, 0
50, 160, 0
50, 170, 0
50, 180, 0
50, 190, 0
50, 200, 0
50, 210, 0
50, 220, 1
50, 230, 1
50, 240, 1
50, 250, 1
50, 260, 1
50, 270, 1
50, 280, 1
50, 290, 1
50, 300, 1
50, 310, 1
